C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_1.jpeg,﻿가
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_2.jpeg,﻿가
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_3.jpeg,﻿가
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_4.jpeg,﻿가
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_5.jpeg,각
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_6.jpeg,각
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_7.jpeg,각
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_8.jpeg,각
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_9.jpeg,간
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_10.jpeg,간
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_11.jpeg,간
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_12.jpeg,간
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_13.jpeg,갇
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_14.jpeg,갇
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_15.jpeg,갇
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_16.jpeg,갇
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_17.jpeg,갈
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_18.jpeg,갈
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_19.jpeg,갈
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_20.jpeg,갈
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_21.jpeg,갉
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_22.jpeg,갉
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_23.jpeg,갉
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_24.jpeg,갉
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_25.jpeg,갊
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_26.jpeg,갊
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_27.jpeg,갊
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_28.jpeg,갊
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_29.jpeg,감
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_30.jpeg,감
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_31.jpeg,감
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_32.jpeg,감
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_33.jpeg,갑
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_34.jpeg,갑
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_35.jpeg,갑
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_36.jpeg,갑
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_37.jpeg,값
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_38.jpeg,값
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_39.jpeg,값
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_40.jpeg,값
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_41.jpeg,갓
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_42.jpeg,갓
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_43.jpeg,갓
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_44.jpeg,갓
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_45.jpeg,갔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_46.jpeg,갔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_47.jpeg,갔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_48.jpeg,갔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_49.jpeg,강
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_50.jpeg,강
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_51.jpeg,강
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_52.jpeg,강
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_53.jpeg,갖
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_54.jpeg,갖
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_55.jpeg,갖
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_56.jpeg,갖
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_57.jpeg,갗
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_58.jpeg,갗
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_59.jpeg,갗
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_60.jpeg,갗
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_61.jpeg,같
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_62.jpeg,같
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_63.jpeg,같
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_64.jpeg,같
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_65.jpeg,갚
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_66.jpeg,갚
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_67.jpeg,갚
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_68.jpeg,갚
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_69.jpeg,갛
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_70.jpeg,갛
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_71.jpeg,갛
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_72.jpeg,갛
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_73.jpeg,개
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_74.jpeg,개
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_75.jpeg,개
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_76.jpeg,개
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_77.jpeg,객
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_78.jpeg,객
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_79.jpeg,객
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_80.jpeg,객
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_81.jpeg,갠
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_82.jpeg,갠
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_83.jpeg,갠
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_84.jpeg,갠
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_85.jpeg,갤
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_86.jpeg,갤
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_87.jpeg,갤
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_88.jpeg,갤
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_89.jpeg,갬
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_90.jpeg,갬
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_91.jpeg,갬
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_92.jpeg,갬
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_93.jpeg,갭
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_94.jpeg,갭
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_95.jpeg,갭
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_96.jpeg,갭
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_97.jpeg,갯
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_98.jpeg,갯
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_99.jpeg,갯
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_100.jpeg,갯
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_101.jpeg,갰
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_102.jpeg,갰
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_103.jpeg,갰
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_104.jpeg,갰
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_105.jpeg,갱
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_106.jpeg,갱
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_107.jpeg,갱
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_108.jpeg,갱
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_109.jpeg,갸
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_110.jpeg,갸
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_111.jpeg,갸
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_112.jpeg,갸
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_113.jpeg,갹
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_114.jpeg,갹
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_115.jpeg,갹
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_116.jpeg,갹
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_117.jpeg,갼
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_118.jpeg,갼
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_119.jpeg,갼
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_120.jpeg,갼
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_121.jpeg,걀
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_122.jpeg,걀
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_123.jpeg,걀
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_124.jpeg,걀
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_125.jpeg,걋
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_126.jpeg,걋
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_127.jpeg,걋
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_128.jpeg,걋
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_129.jpeg,걍
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_130.jpeg,걍
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_131.jpeg,걍
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_132.jpeg,걍
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_133.jpeg,걔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_134.jpeg,걔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_135.jpeg,걔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_136.jpeg,걔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_137.jpeg,걘
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_138.jpeg,걘
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_139.jpeg,걘
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_140.jpeg,걘
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_141.jpeg,걜
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_142.jpeg,걜
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_143.jpeg,걜
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_144.jpeg,걜
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_145.jpeg,거
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_146.jpeg,거
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_147.jpeg,거
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_148.jpeg,거
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_149.jpeg,걱
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_150.jpeg,걱
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_151.jpeg,걱
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_152.jpeg,걱
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_153.jpeg,건
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_154.jpeg,건
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_155.jpeg,건
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_156.jpeg,건
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_157.jpeg,걷
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_158.jpeg,걷
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_159.jpeg,걷
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_160.jpeg,걷
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_161.jpeg,걸
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_162.jpeg,걸
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_163.jpeg,걸
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_164.jpeg,걸
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_165.jpeg,걺
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_166.jpeg,걺
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_167.jpeg,걺
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_168.jpeg,걺
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_169.jpeg,검
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_170.jpeg,검
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_171.jpeg,검
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_172.jpeg,검
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_173.jpeg,겁
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_174.jpeg,겁
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_175.jpeg,겁
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_176.jpeg,겁
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_177.jpeg,것
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_178.jpeg,것
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_179.jpeg,것
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_180.jpeg,것
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_181.jpeg,겄
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_182.jpeg,겄
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_183.jpeg,겄
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_184.jpeg,겄
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_185.jpeg,겅
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_186.jpeg,겅
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_187.jpeg,겅
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_188.jpeg,겅
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_189.jpeg,겆
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_190.jpeg,겆
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_191.jpeg,겆
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_192.jpeg,겆
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_193.jpeg,겉
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_194.jpeg,겉
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_195.jpeg,겉
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_196.jpeg,겉
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_197.jpeg,겊
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_198.jpeg,겊
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_199.jpeg,겊
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_200.jpeg,겊
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_201.jpeg,겋
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_202.jpeg,겋
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_203.jpeg,겋
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_204.jpeg,겋
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_205.jpeg,게
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_206.jpeg,게
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_207.jpeg,게
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_208.jpeg,게
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_209.jpeg,겐
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_210.jpeg,겐
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_211.jpeg,겐
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_212.jpeg,겐
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_213.jpeg,겔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_214.jpeg,겔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_215.jpeg,겔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_216.jpeg,겔
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_217.jpeg,겜
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_218.jpeg,겜
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_219.jpeg,겜
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_220.jpeg,겜
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_221.jpeg,겝
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_222.jpeg,겝
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_223.jpeg,겝
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_224.jpeg,겝
C:\Users\PrishitaRay\tensorflow-korean-recognition\tools\../image-data\korean-images\korean_225.jpeg,겟
